time,u,gap,f_lub,n_pairs
4.267000,-5.245897e-05,1.40179000e-04,4.882152e-06,1
4.268000,-5.184821e-05,1.40127000e-04,4.825406e-06,1
4.269000,-5.124557e-05,1.40076000e-04,4.758728e-06,1
4.270000,-5.053745e-05,1.40025000e-04,4.677538e-06,1
4.271000,-4.967522e-05,1.39975000e-04,4.611555e-06,1
4.272000,-4.897448e-05,1.39926000e-04,4.558513e-06,1
4.273000,-4.841117e-05,1.39878000e-04,4.506392e-06,1
4.274000,-4.785766e-05,1.39830000e-04,4.450321e-06,1
4.275000,-4.726219e-05,1.39783000e-04,4.394200e-06,1
4.276000,-4.666618e-05,1.39736000e-04,4.342391e-06,1
4.277000,-4.611597e-05,1.39690000e-04,4.294492e-06,1
4.278000,-4.560729e-05,1.39645000e-04,4.247680e-06,1
4.279000,-4.511014e-05,1.39599000e-04,4.200521e-06,1
4.280000,-4.460932e-05,1.39555000e-04,4.153730e-06,1
4.281000,-4.411240e-05,1.39511000e-04,4.108291e-06,1
4.282000,-4.362984e-05,1.39467000e-04,4.064184e-06,1
4.283000,-4.316143e-05,1.39424000e-04,4.020745e-06,1
4.284000,-4.270011e-05,1.39381000e-04,3.977582e-06,1
4.285000,-4.224171e-05,1.39339000e-04,3.934807e-06,1
4.286000,-4.178745e-05,1.39297000e-04,3.892649e-06,1
4.287000,-4.133974e-05,1.39256000e-04,3.851122e-06,1
4.288000,-4.089871e-05,1.39215000e-04,3.810075e-06,1
4.289000,-4.046280e-05,1.39174000e-04,3.769408e-06,1
4.290000,-4.003092e-05,1.39134000e-04,3.729139e-06,1
4.291000,-3.960327e-05,1.39095000e-04,3.689323e-06,1
4.292000,-3.918042e-05,1.39056000e-04,3.649969e-06,1
4.293000,-3.876248e-05,1.39017000e-04,3.611046e-06,1
4.294000,-3.834912e-05,1.38979000e-04,3.572529e-06,1
4.295000,-3.794008e-05,1.38941000e-04,3.534423e-06,1
4.296000,-3.753540e-05,1.38903000e-04,3.496740e-06,1
4.297000,-3.713521e-05,1.38866000e-04,3.459484e-06,1
4.298000,-3.673955e-05,1.38829000e-04,3.422649e-06,1
4.299000,-3.634836e-05,1.38793000e-04,3.386227e-06,1
4.300000,-3.596156e-05,1.38757000e-04,3.350218e-06,1
